productcode,productname,productdescription,productweight,photourl,hideproduct
222831KE-S4,Marceline 4-piece Eastern King Bedroom Set Black,"<p>Build a modern bedroom oasis with the chic style and impressive simplicity of this contemporary bedroom set. Clean-lined silhouettes are paired with metallic accents that add dimension and a polished glam edge. The centerpiece is a streamlined bed with a squared headboard framed by built-in LED lighting, controlled by touch switches on both sides for easy ambiance. Coordinating storage pieces offer roomy drawers and a framed dresser mirror, creating a cohesive set that blends everyday function with a sleek, elevated look.</p><p><b>Dimensions:</b> 78.25""w x 84.5""d x 50.5""h</p><ul><li>Roomy drawers with vertical pulls keep clothing and essentials organized</li><li>Four-piece eastern king bedroom set features modern bed and coordinated storage</li><li>Framed dresser mirror adds reflectivity and a polished finishing touch</li><li>Clean-lined silhouettes create a cohesive and elevated bedroom presentation</li><li>Sleek black finish and gold accents create bold contemporary glam character</li><li>Squared headboard includes built-in LED lighting with touch switches on both sides</li></ul>",104.29,/v/vspfiles/photos/coaster bedroom/222831KE-S4-1.jpg,N
222831KE-S5,Marceline 5-piece Eastern King Bedroom Set Black,"<p>Build a modern bedroom oasis with the chic style and impressive simplicity of this contemporary bedroom set. Clean-lined silhouettes are paired with metallic accents that add dimension and a polished glam edge. The centerpiece is a streamlined bed with a squared headboard framed by built-in LED lighting, controlled by touch switches on both sides for easy ambiance. Coordinating storage pieces offer roomy drawers and a framed dresser mirror, creating a cohesive set that blends everyday function with a sleek, elevated look.</p><p><b>Dimensions:</b> 78.25""w x 84.5""d x 50.5""h</p><ul><li>Roomy drawers with vertical pulls keep clothing and essentials organized</li><li>Five-piece eastern king bedroom set features modern bed and added storage</li><li>Framed dresser mirror adds reflectivity and a polished finishing touch</li><li>Clean-lined silhouettes create a cohesive and elevated bedroom presentation</li><li>Sleek black finish and gold accents create bold contemporary glam character</li><li>Squared headboard includes built-in LED lighting with touch switches on both sides</li></ul>",104.29,/v/vspfiles/photos/coaster bedroom/222831KE-S5-1.jpg,N
222931KE-S4,Marceline 4-piece Eastern King Bedroom Set White,"<p>Build a modern bedroom oasis with the chic style and impressive simplicity of this contemporary bedroom set. Clean-lined silhouettes are paired with metallic accents that add dimension and a polished glam edge. The centerpiece is a streamlined bed with a squared headboard framed by built-in LED lighting, controlled by touch switches on both sides for easy ambiance. Coordinating storage pieces offer roomy drawers and a framed dresser mirror, creating a cohesive set that blends everyday function with a sleek, elevated look.</p><p><b>Dimensions:</b> 78.25""w x 84.5""d x 50.5""h</p><ul><li>Roomy drawers with vertical pulls keep clothing and essentials organized</li><li>Four-piece eastern king bedroom set features modern bed and coordinated storage</li><li>Framed dresser mirror adds reflectivity and a polished finishing touch</li><li>Clean-lined silhouettes create a cohesive and elevated bedroom presentation</li><li>Cool white finish and gold accents create bright contemporary glam character</li><li>Squared headboard includes built-in LED lighting with touch switches on both sides</li></ul>",104.29,/v/vspfiles/photos/coaster bedroom/222931KE-S4-1.jpg,N
222931KE-S5,Marceline 5-piece Eastern King Bedroom Set White,"<p>Build a modern bedroom oasis with the chic style and impressive simplicity of this contemporary bedroom set. Clean-lined silhouettes are paired with metallic accents that add dimension and a polished glam edge. The centerpiece is a streamlined bed with a squared headboard framed by built-in LED lighting, controlled by touch switches on both sides for easy ambiance. Coordinating storage pieces offer roomy drawers and a framed dresser mirror, creating a cohesive set that blends everyday function with a sleek, elevated look.</p><p><b>Dimensions:</b> 78.25""w x 84.5""d x 50.5""h</p><ul><li>Roomy drawers with vertical pulls keep clothing and essentials organized</li><li>Five-piece eastern king bedroom set features modern bed and added storage</li><li>Framed dresser mirror adds reflectivity and a polished finishing touch</li><li>Clean-lined silhouettes create a cohesive and elevated bedroom presentation</li><li>Cool white finish and gold accents create bright contemporary glam character</li><li>Squared headboard includes built-in LED lighting with touch switches on both sides</li></ul>",104.29,/v/vspfiles/photos/coaster bedroom/222931KE-S5-1.jpg,N
222931F-S4,Marceline 4-piece Full Bedroom Set White,"<p>Build a modern bedroom oasis with the chic style and impressive simplicity of this contemporary bedroom set. Clean-lined silhouettes are paired with metallic accents that add dimension and a polished glam edge. The centerpiece is a streamlined bed with a squared headboard framed by built-in LED lighting, controlled by touch switches on both sides for easy ambiance. Coordinating storage pieces offer roomy drawers and a framed dresser mirror, creating a cohesive set that blends everyday function with a sleek, elevated look.</p><p><b>Dimensions:</b> 56""w x 79.25""d x 50.5""h</p><ul><li>Squared headboard includes built-in LED lighting with touch switches on both sides</li><li>Four-piece full bedroom set features a sleek modern bed and coordinated storage</li><li>Framed dresser mirror adds reflectivity and a polished finishing touch</li><li>Clean-lined silhouettes create a cohesive and elevated bedroom presentation</li><li>Cool white finish and gold accents create bright contemporary glam character</li><li>Roomy drawers with vertical pulls keep clothing and essentials organized</li></ul>",84.78,/v/vspfiles/photos/coaster bedroom/222931F-S4-1.jpg,N
222931F-S5,Marceline 5-piece Full Bedroom Set White,"<p>Build a modern bedroom oasis with the chic style and impressive simplicity of this contemporary bedroom set. Clean-lined silhouettes are paired with metallic accents that add dimension and a polished glam edge. The centerpiece is a streamlined bed with a squared headboard framed by built-in LED lighting, controlled by touch switches on both sides for easy ambiance. Coordinating storage pieces offer roomy drawers and a framed dresser mirror, creating a cohesive set that blends everyday function with a sleek, elevated look.</p><p><b>Dimensions:</b> 56""w x 79.25""d x 50.5""h</p><ul><li>Squared headboard includes built-in LED lighting with touch switches on both sides</li><li>Five-piece full bedroom set features a sleek modern bed and added storage</li><li>Framed dresser mirror adds reflectivity and a polished finishing touch</li><li>Clean-lined silhouettes create a cohesive and elevated bedroom presentation</li><li>Cool white finish and gold accents create bright contemporary glam character</li><li>Roomy drawers with vertical pulls keep clothing and essentials organized</li></ul>",84.78,/v/vspfiles/photos/coaster bedroom/222931F-S5-1.jpg,N
222831T-S5,Marceline 5-piece Twin Bedroom Set Black,"<p>Build a modern bedroom oasis with the chic style and impressive simplicity of this contemporary bedroom set. Clean-lined silhouettes are paired with metallic accents that add dimension and a polished glam edge. The centerpiece is a streamlined bed with a squared headboard framed by built-in LED lighting, controlled by touch switches on both sides for easy ambiance. Coordinating storage pieces offer roomy drawers and a framed dresser mirror, creating a cohesive set that blends everyday function with a sleek, elevated look.</p><p><b>Dimensions:</b> 41.25""w x 79.25""d x 50.5""h</p><ul><li>Squared headboard includes built-in LED lighting with touch switches on both sides</li><li>Five-piece twin bedroom set features a sleek modern bed and added storage</li><li>Framed dresser mirror adds reflectivity and a polished finishing touch</li><li>Clean-lined silhouettes create a cohesive and elevated bedroom presentation</li><li>Sleek black finish and gold accents create bold contemporary glam character</li><li>Roomy drawers with vertical pulls keep clothing and essentials organized</li></ul>",75.52,/v/vspfiles/photos/coaster bedroom/222831T-S5-1.jpg,N
222931Q-S4,Marceline 4-piece Queen Bedroom Set White,"<p>Build a modern bedroom oasis with the chic style and impressive simplicity of this contemporary bedroom set. Clean-lined silhouettes are paired with metallic accents that add dimension and a polished glam edge. The centerpiece is a streamlined bed with a squared headboard framed by built-in LED lighting, controlled by touch switches on both sides for easy ambiance. Coordinating storage pieces offer roomy drawers and a framed dresser mirror, creating a cohesive set that blends everyday function with a sleek, elevated look.</p><p><b>Dimensions:</b> 62.5""w x 84.5""d x 50.5""h</p><ul><li>Roomy drawers with vertical pulls keep clothing and essentials organized</li><li>Four-piece queen bedroom set features a sleek modern bed and coordinated storage</li><li>Framed dresser mirror adds reflectivity and a polished finishing touch</li><li>Clean-lined silhouettes create a cohesive and elevated bedroom presentation</li><li>Cool white finish and gold accents create bright contemporary glam character</li><li>Squared headboard includes built-in LED lighting with touch switches on both sides</li></ul>",91.5,/v/vspfiles/photos/coaster bedroom/222931Q-S4-1.jpg,N
222931Q-S5,Marceline 5-piece Queen Bedroom Set White,"<p>Build a modern bedroom oasis with the chic style and impressive simplicity of this contemporary bedroom set. Clean-lined silhouettes are paired with metallic accents that add dimension and a polished glam edge. The centerpiece is a streamlined bed with a squared headboard framed by built-in LED lighting, controlled by touch switches on both sides for easy ambiance. Coordinating storage pieces offer roomy drawers and a framed dresser mirror, creating a cohesive set that blends everyday function with a sleek, elevated look.</p><p><b>Dimensions:</b> 62.5""w x 84.5""d x 50.5""h</p><ul><li>Roomy drawers with vertical pulls keep clothing and essentials organized</li><li>Five-piece queen bedroom set features a sleek modern bed and added storage</li><li>Framed dresser mirror adds reflectivity and a polished finishing touch</li><li>Clean-lined silhouettes create a cohesive and elevated bedroom presentation</li><li>Cool white finish and gold accents create bright contemporary glam character</li><li>Squared headboard includes built-in LED lighting with touch switches on both sides</li></ul>",91.5,/v/vspfiles/photos/coaster bedroom/222931Q-S5-1.jpg,N
222931T-S4,Marceline 4-piece Twin Bedroom Set White,"<p>Build a modern bedroom oasis with the chic style and impressive simplicity of this contemporary bedroom set. Clean-lined silhouettes are paired with metallic accents that add dimension and a polished glam edge. The centerpiece is a streamlined bed with a squared headboard framed by built-in LED lighting, controlled by touch switches on both sides for easy ambiance. Coordinating storage pieces offer roomy drawers and a framed dresser mirror, creating a cohesive set that blends everyday function with a sleek, elevated look.</p><p><b>Dimensions:</b> 41.25""w x 79.25""d x 50.5""h</p><ul><li>Squared headboard includes built-in LED lighting with touch switches on both sides</li><li>Four-piece twin bedroom set features a sleek modern bed and coordinated storage</li><li>Framed dresser mirror adds reflectivity and a polished finishing touch</li><li>Clean-lined silhouettes create a cohesive and elevated bedroom presentation</li><li>Cool white finish and gold accents create bright contemporary glam character</li><li>Roomy drawers with vertical pulls keep clothing and essentials organized</li></ul>",75.52,/v/vspfiles/photos/coaster bedroom/222931T-S4-1.jpg,N
